OBJECTID,KeyID,Name,Type,Street,Town,OwnerTyp,ConsType,ConsJuri,Steward,Playground,Ball Field,Soccer Field,Football Field,Multi-use Field,Basketball Court,Tennis,Volleyball Court,Track,Skate Park,Ice Hockey Rink,Street Hockey Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,Active Rec,RestRoom,Walking Path,Bike Path,StateGrant,LWCFGrant,Lon,Lat,Short_Description,Description,Additional_Names,GoRI_Incude_Suggestion,NoGoRI_Incude_Why,Dogs_Allowed,ADA,Stroller_Friendly,Picnic_Area,Acres_Miles,Contact_Info,Contact_Info_Seasonal,About_Links,Map_Links,GoRI_TestFlag,GoRI_subset
389,389,Smith St. Lot,LP,Smith,Cranston,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.39967325140,41.78505011180,,,,,,,,,,,,,,,,N
390,390,Western Hills Middle School,SC,Phenix,Cranston,SCH,,,,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.47874409920,41.77528967260,,,,,,,,,,,,,,,,N
391,391,Brook Street Little League Field,LP,Brook,East Providence,MUN,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.34394523260,41.77086586270,,,,,,,,,,,,,,,,N
392,392,Fay Memorial Field,LP,Dallas,Cranston,STA,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40030669690,41.77082499650,,,,,,,,,,,,,,,,Y
393,393,Meshanticut Park,SP,Lakeview,Cranston,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.47604276260,41.76870450900,,,,,,,,,,,,,,,,Y
394,394,Commercial Street Playground,LP,Commercial,Cranston,MUN,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.38991680020,41.76672014640,,,,,,,,,,,,,,,,N
395,395,Oaklawn Ave. Field,LP,Oaklawn,Cranston,MUN,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.47296739460,41.76551858360,,,,,,,,,,,,,,,,N
396,396,Dean Parkway,SP,Dean,Cranston,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46330161970,41.76323358880,,,,,,,,,,,,,,,,N
397,397,Walker Farm,FB,Wampanoag,Barrington,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.32167618590,41.75303516830,,,,,,,,,,,,,,,,Y
398,398,Garden City School,SC,Magazine,Cranston,SCH,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45024388800,41.76180698290,,,,,,,,,,,,,,,,N
399,399,Sowams School,SC,Sowams,Barrington,SCH,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.29434246520,41.75711812410,,,,,,,,,,,,,,,,N
400,400,Adams Playground,LP,Adams,Warwick,MUN,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,Y,-71.39780118120,41.75852017980,,,,,,,,,,,,,,,,Y
401,401,Vinter Avenue Playground,LP,Vintner,East Providence,MUN,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.34990005630,41.75662384420,,,,,,,,,,,,,,,,N
402,402,Aldrich Junior High School,SC,Post,Warwick,SCH,,,,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.41495134700,41.75586404620,,,,,,,,,,,,,,,,N
403,403,Klitzner Field / West Side Little League,AF,Post,Warwick,MUN,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.40812776740,41.75687892840,,,,,,,,,,,,,,,,N
404,404,Haines Park,SP,Haines Park,Barrington,STA,,,,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.34613697480,41.75232442480,,,,,,,,,,,,,,,,Y
405,405,Salter Grove,LP,Narragansett,Warwick,STA,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.38346168420,41.75286130940,,,,,,,,,,,,,,,,Y
406,406,Wyman School,SC,Columbia,Warwick,SCH,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.38999154520,41.75265727350,,,,,,,,,,,,,,,,N
407,407,Hampdem Meadows Greenbelt,CA,Lafayette,Barrington,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Y,N,-71.29998844230,41.74818174310,,,,,,,,,,,,,,,,Y
408,408,Holliman School,SC,Black,Warwick,SCH,,,,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.41301742770,41.74768183300,,,,,,,,,,,,,,,,N
409,409,Barrington Middle School,SC,Middle,Barrington,SCH,,,,0,1,3,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.33242447570,41.74534636760,,,,,,,,,,,,,,,,N
410,410,Prince's Pond,LP,Priscilla,Barrington,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.31790776930,41.74388875680,,,,,,,,,,,,,,,,N
411,411,John Brown School,SC,Miantonomo,Warwick,SCH,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40443365350,41.74388045760,,,,,,,,,,,,,,,,N
412,412,Wujcik Farm / Heritage Park,CA,Schoolhouse,Warren,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.25560812720,41.73985692780,,,,,,,,,,,,,,,,N
413,413,Peck Center Playground,LP,Town Hall,Barrington,MUN,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.30687672480,41.74132436230,,,,,,,,,,,,,,,,N
414,414,Moosup Valley Park,LP,Moosup Valley,Foster,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y,Y,-71.75213816130,41.73702552880,,,,,,,,,,,,,,,,N
415,415,Spring Green School,SC,Balsam,Warwick,SCH,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.40664291190,41.73954161880,,,,,,,,,,,,,,,,N
416,416,Woody Lowden Recreation Center,AF,Howard Hill,Foster,MUN,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Y,N,-71.71844719490,41.73250523100,,,,,,,,,,,,,,,,Y
417,417,Baker St Park,LP,Baker,Warren,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.28545499450,41.73066461350,,,,,,,,,,,,,,,,N
418,418,Child St. School,SC,Moonbeam,Warren,SCH,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.26663764350,41.73001577720,,,,,,,,,,,,,,,,N
419,419,Hoxsie School,SC,Glenwood,Warwick,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.39866987320,41.72867944450,,,,,,,,,,,,,,,,N
420,420,Nayatt School,SC,Nayatt,Barrington,SCH,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.30706733980,41.73025595840,,,,,,,,,,,,,,,,N
421,421,Lakecrest Park,LP,Stanmore,Warwick,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.40980971590,41.72253264120,,,,,,,,,,,,,,,,N
422,422,Pontiac Playground,LP,Greenwich,Warwick,MUN,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.47440054130,41.72801587360,,,,,,,,,,,,,,,,N
423,423,Porter Field,LP,Vernon,Warwick,MUN,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.39760598840,41.72346682050,,,,,,,,,,,,,,,,N
424,424,Harris Playground,LP,Howard,Coventry,MUN,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.54196204120,41.72466246070,,,,,,,,,,,,,,,,N
425,425,Barrington Town Beach,LP,Bay,Barrington,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,N,-71.31019269380,41.72286827080,,,,,,,,,,,,,,,,Y
426,426,Warren Town Beach,LP,Water,Warren,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,-71.28495673090,41.72295817920,,,,,,,,,,,,,,,,Y
427,427,Sherman School,SC,Killey,Warwick,SCH,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.39683592800,41.71786742250,,,,,,,,,,,,,,,,N
428,428,Halifax St. Playground,LP,Halifax,Warwick,MUN,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.45834934890,41.71869306680,,,,,,,,,,,,,,,,N
429,429,Conimicut Pt. Beach,LP,Point,Warwick,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,Y,-71.35973887990,41.71665251550,,,,,,,,,,,,,,,,Y
430,430,Natick Dam Overlook,LP,O'donnell,Warwick,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.49298606030,41.71722506850,,,,,,,,,,,,,,,,N
431,431,Hanley Farm Marsh,CA,Beach,Warren,NGO,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.28863245390,41.71199718620,,,,,,,,,,,,,,,,N
432,432,Warwick National Little League / Bend Street Field,LP,Bend,Warwick,MUN,,,,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.38352836180,41.71156668640,,,,,,,,,,,,,,,,N
433,433,Greenwood School,SC,Trinity,Warwick,SCH,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.45539268050,41.71108495380,,,,,,,,,,,,,,,,N
434,434,Cedar Crest Playground,LP,San Miguel,Bristol,MUN,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.25945978260,41.71023452760,,,,,,,,,,,,,,,,N
435,435,Tollgate  School Complex,SC,Toll Gate,Warwick,SCH,,,,0,2,2,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.48662127200,41.70531287510,,,,,,,,,,,,,,,,N
436,436,Lippitt School,SC,Almy,Warwick,SCH,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.42203013620,41.70706490750,,,,,,,,,,,,,,,,N
437,437,Veterans' High School,SC,West Shore,Warwick,SCH,,,,0,2,1,1,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,N,-71.41106504100,41.70613592180,,,,,,,,,,,,,,,,N
438,438,Nicholas Farm,MA,Plainfield Pike,Coventry,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,N,-71.77273510380,41.69342238700,,,,,,,,,,,,,,,,Y
440,440,Washington Oak School,SC,Walker,Coventry,SCH,,,,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.59170702250,41.70385216740,,,,,,,,,,,,,,,,N
441,441,Gorton's Pond Beach,LP,Veterans Memorial,Warwick,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Y,Y,-71.45480305860,41.70325121390,,,,,,,,,,,,,,,,Y
442,442,Scott Elementary School,SC,Centerville,Warwick,SCH,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.49099388880,41.69957751840,,,,,,,,,,,,,,,,N
443,443,Robertson School,SC,Nausauket,Warwick,SCH,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.43920797700,41.69889740210,,,,,,,,,,,,,,,,N
444,444,Rockwell School,SC,Hope,Bristol,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.28095052210,41.69816691840,,,,,,,,,,,,,,,,N
445,445,Kerri Lyn Playground,LP,Kerri Lyn,Warwick,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.42490972580,41.69889880280,,,,,,,,,,,,,,,,N
446,446,Western Coventry School,SC,Flat River,Coventry,SCH,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.68848467260,41.69654565100,,,,,,,,,,,,,,,,N
447,447,Matteson Pond,CA,Carlton,West Warwick,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.53156461430,41.69270542100,,,,,,,,,,,,,,,,N
448,448,Duchess St. Field,LP,Duchess,Warwick,MUN,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.47491900050,41.69241415140,,,,,,,,,,,,,,,,N
449,449,Warwick Neck School,SC,Warwick Neck,Warwick,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.37711083020,41.69006458920,,,,,,,,,,,,,,,,N
450,450,Sowams Playground,LP,Sweeney,Bristol,MUN,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.25721655560,41.69073035980,,,,,,,,,,,,,,,,N
451,451,Bristol Junior-Senior High Sch.,SC,Chestnut,Bristol,SCH,,,,0,1,2,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.27165637950,41.68800767170,,,,,,,,,,,,,,,,Y
452,452,Bristol Town Farm,LP,Asylum,Bristol,MUN,,,,0,5,3,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Y,Y,-71.29054395260,41.68762908760,,,,,,,,,,,,,,,,N
453,453,Leahy Pond,LP,Primrose,Bristol,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.25858671280,41.68887821450,,,,,,,,,,,,,,,,N
454,454,Wood Street Field,LP,Wood,Coventry,SCH,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.56259058440,41.68597379810,,,,,,,,,,,,,,,,N
455,455,Hopeworth Road Site,CA,Hopeworth,Bristol,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.24596888220,41.68364922730,,,,,,,,,,,,,,,,N
456,456,Hopeworth Playground,LP,Hopeworth,Bristol,MUN,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.24149549210,41.68294615950,,,,,,,,,,,,,,,,N
457,457,Colt State Park,SP,Asylum,Bristol,STA,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,N,N,-71.29746634450,41.67709060050,,,,,,,,,,,,,,,,Y
458,458,Veterans' Field,LP,Wood,Bristol,MUN,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.27478669380,41.68007663940,,,,,,,,,,,,,,,,N
459,459,Guiteras Field,LP,Washington,Bristol,MUN,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.27576572110,41.67765189300,,,,,,,,,,,,,,,,N
460,460,Tiogue School,SC,Shore,Coventry,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.54224795800,41.67655598100,,,,,,,,,,,,,,,,N
461,461,Big River Reservoir,MA,Burnt Sawmill,West Greenwich,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,N,N,-71.60385251820,41.63472387460,,,,,,,,,,,,,,,,Y
462,462,Hopkins Hill School,SC,Johnson,Coventry,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.56107625960,41.67387227690,,,,,,,,,,,,,,,,N
463,463,Bristol Town Common,LP,Church,Bristol,MUN,,,,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.27208147580,41.67040199180,,,,,,,,,,,,,,,,N
464,464,Goddard Park,SP,Ives,Warwick,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,N,Y,-71.43722387860,41.65924780710,,,,,,,,,,,,,,,,Y
465,465,Rockwell Park,LP,Thames,Bristol,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.27777757310,41.66895940140,,,,,,,,,,,,,,,,N
466,466,Pocasset Field,LP,Main,Tiverton,MUN,,,,1,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.18440257750,41.66652748040,,,,,,,,,,,,,,,,N
467,467,North Prudence Island,MA,Neck Farm,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.34316305910,41.65590720810,,,,,,,,,,,,,,,,Y
468,468,West Street Tot Lot,LP,James,East Greenwich,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45594866340,41.66283977560,,,,,,,,,,,,,,,,N
469,469,Patience Island,MA,Neck Farm,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.36003370780,41.65565899310,,,,,,,,,,,,,,,,Y
470,470,Academy Field,LP,Church,East Greenwich,MUN,,,,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.45299092560,41.66098432600,,,,,,,,,,,,,,,,N
471,471,Barbara Tufts Memorial Playground,LP,Crompton,East Greenwich,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,-71.44762549360,41.65855014680,,,,,,,,,,,,,,,,N
472,472,Eldredge Field,LP,Friendship,East Greenwich,MUN,,,,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.45506998830,41.65678666010,,,,,,,,,,,,,,,,N
473,473,East Greenwich Town Boat Launch,LP,Crompton,East Greenwich,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,Y,-71.44894528570,41.65670915550,,,,,,,,,,,,,,,,Y
474,474,Cole Middle School,LP,Cedar,East Greenwich,MUN,,,,0,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.46305828930,41.65115420450,,,,,,,,,,,,,,,,N
475,475,Fairfield St. Playground,LP,Fairfield,East Greenwich,MUN,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46596343390,41.64550828780,,,,,,,,,,,,,,,,N
476,476,Potowomut School,SC,Potowomut,Warwick,SCH,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45531771370,41.64053209600,,,,,,,,,,,,,,,,N
477,477,Boyds Marsh,MA,Bay View,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.24364398670,41.63571918370,,,,,,,,,,,,,,,,Y
478,478,Tiverton Middle School,SC,Quintal,Tiverton,SCH,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.15909938490,41.62908973650,,,,,,,,,,,,,,,,N
479,479,Founder's Grove,LP,Boyds,Portsmouth,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.24291602410,41.62847074610,,,,,,,,,,,,,,,,N
480,480,Tiverton High School,SC,Brayton,Tiverton,SCH,,,,0,1,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.16397955690,41.63020927590,,,,,,,,,,,,,,,,N
481,481,Signal Rock Playground,LP,Signal Rock,North Kingstown,MUN,,,,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.43647675530,41.63028383480,,,,,,,,,,,,,,,,N
482,482,Fort Barton Historic Site,CA,Highland,Tiverton,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,-71.19644928700,41.62596398920,,,,,,,,,,,,,,,,N
483,483,Frenchtown School Playground,LP,Frenchtown,East Greenwich,MUN,,,,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.50445365280,41.62355699010,,,,,,,,,,,,,,,,N
484,484,Teddy's Beach,LP,Point,Portsmouth,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,N,N,-71.21983185870,41.62541620790,,,,,,,,,,,,,,,,Y
485,485,Hutchinson School,SC,Brownell,Portsmouth,SCH,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.25832691320,41.61851313190,,,,,,,,,,,,,,,,N
486,486,McGinn Park,LP,School,North Kingstown,MUN,,,,1,4,1,1,1,4,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,Y,Y,-71.46225322930,41.61854717610,,,,,,,,,,,,,,,,N
487,487,Hathaway School,SC,Main,Portsmouth,SCH,,,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.24502913090,41.61639249890,,,,,,,,,,,,,,,,N
488,488,Quidnesset School,SC,Edmond,North Kingstown,SCH,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.43831518130,41.61502839250,,,,,,,,,,,,,,,,N
489,489,Portsmouth High School,SC,Memorial,Portsmouth,SCH,,,,0,4,2,1,4,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.25101714490,41.61082619730,,,,,,,,,,,,,,,,Y
490,490,Lehigh Hill Grove,SP,Main,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.26029934390,41.61138655850,,,,,,,,,,,,,,,,Y
491,491,Davisville Elementary School,SC,East,North Kingstown,SCH,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.46742524330,41.61244004140,,,,,,,,,,,,,,,,N
492,492,Lineham School,SC,Nooseneck Hill,West Greenwich,SCH,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.63884314080,41.61312143230,,,,,,,,,,,,,,,,N
493,493,Hope Island,MA,Bay,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.36820642390,41.60221962190,,,,,,,,,,,,,,,,N
494,494,Municipal Golf Course,AF,Lt James Brown,North Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N,N,-71.42327867380,41.60176837590,,,,,,,,,,,,,,,,N
495,495,Black Regiment Memorial Park,SP,Musselbed Shoal,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.25514099370,41.63357825490,,,,,,,,,,,,,,,,Y
496,496,Devil's Foot Rock,CA,Post,North Kingstown,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.45646621590,41.60262519780,,,,,,,,,,,,,,,,Y
497,497,South Prudence Island,MA,Bunker,Portsmouth,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Y,-71.32357555090,41.58792314340,,,,,,,,,,,,,,,,Y
498,498,Exeter / W.Greenwich L.L.. / Venon Oatley Field,LP,New London,Exeter,MUN,,,,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.62014999450,41.58550696890,,,,,,,,,,,,,,,,N
499,499,Stony Lane School,SC,Iron Horse,North Kingstown,SCH,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.48599283080,41.59396400290,,,,,,,,,,,,,,,,N
500,500,Queen's Fort Historic Site,SP,Lantern,Exeter,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.52201244420,41.59032929490,,,,,,,,,,,,,,,,Y
501,501,Cocumscussoc Park,CA,Post Road,North Kingstown,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Y,-71.47315269310,41.58142007370,,,,,,,,,,,,,,,,Y
502,502,Seapowet Marsh,FB,Seapowet,Tiverton,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.20941082010,41.58218504460,,,,,,,,,,,,,,,,Y
503,503,Melville School,SC,Bradford,Portsmouth,SCH,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.27086491740,41.58343284640,,,,,,,,,,,,,,,,N
504,504,Beach Pond State Park,FB,Ten Rod,Exeter,STA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,Y,-71.78637554070,41.57405751310,,,,,,,,,,,,,,,,Y
505,505,North Kingstown Town Boat Launch,LP,Flat Fish,North Kingstown,MUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.45280048390,41.57787738020,,,,,,,,,,,,,,,,Y
